********************* February 18 Observing Session - beginning 21:12:39 GMT *********************
Camera model: UI326xCP-M
----------------------------------------------------
Exposure: 700.009406 milliseconds
Pixel clock: 30
Frame rate achieved (desired is 10): 1.428580
Trigger delay (microseconds): 0
Current trigger mode setting: 4104
Current trigger timeout: 500
Auto shutter: 0.0
Auto frame rate (should be disabled): 0.0
----------------------------------------------------
Sensor ID/type: 550
Sensor color mode (from is_GetSensorInfo and is_SetColorMode): 1 | 11
Maximum image width and height: 1936, 1216
Pixel size (micrometers): 5.86
Gain settings: 0 for master gain, 125 for red gain, 125 for green gain, and 125 for blue gain.
Auto gain (should be disabled): 0
Gain boost (should be disabled): 0
Hardware gamma (should be disabled): 0
----------------------------------------------------
Auto black level (should be off): 0
Black level offset (desired is 50): 50

C time|GMT|Blob #|Observed RA (deg)|Astrometry RA (deg)|Observed DEC (deg)| Astrometry DEC (deg)|FR (deg)|PS|ALT (deg)|AZ (deg)|IR (deg)|Astrom. solve time (msec)|Camera time (msec)
1645228103|Feb 18 23:48:23|24|61.673382|61.674152|-0.652671|-0.709493|10.243903|6.220871|48.566215595404898|193.392526386139622|-0.021658|31.847424|32.292864
1645228104|Feb 18 23:48:24|23|61.680788|61.681556|-0.651914|-0.708721|10.225764|6.230989|48.567533864805995|193.387929378140910|-0.007003|30.903808|31.320576
1645228106|Feb 18 23:48:26|21|61.686526|61.687296|-0.652489|-0.709287|10.255581|6.227872|48.566502712307340|193.391667206130876|-0.033988|30.768128|31.190528
1645228107|Feb 18 23:48:27|24|61.692868|61.693636|-0.652085|-0.708870|10.275959|6.232419|48.567285132463887|193.388558088887379|-0.056721|30.327552|30.771200
1645228108|Feb 18 23:48:28|23|61.699040|61.699808|-0.652280|-0.709054|10.264249|6.225402|48.567446298775252|193.385540726941770|-0.047296|31.117824|31.583232
1645228110|Feb 18 23:48:30|22|61.705101|61.705868|-0.652564|-0.709326|10.275959|6.232419|48.566759908746917|193.388878634501310|-0.056477|29.882368|30.303232
1645228111|Feb 18 23:48:31|21|61.710691|61.711456|-0.651449|-0.708201|10.202207|6.223077|48.568107514859143|193.387077303366709|0.015908|30.417152|30.898432
1645228113|Feb 18 23:48:33|19|61.717333|61.718100|-0.653043|-0.709783|10.275959|6.232419|48.566234704575770|193.389199276519719|-0.056234|28.831744|29.249280
1645228114|Feb 18 23:48:34|19|61.723508|61.724273|-0.652211|-0.708940|10.255581|6.227872|48.567407491581889|193.386452565874407|-0.037938|29.846784|30.320128
1645228116|Feb 18 23:48:36|20|61.729877|61.730641|-0.651819|-0.708536|10.275959|6.232419|48.567440754547050|193.389513021890735|-0.055998|28.977920|29.404416
1645228117|Feb 18 23:48:37|19|61.734985|61.735751|-0.652754|-0.709461|10.275959|6.232419|48.566685498818245|193.387878338048978|-0.057235|28.739328|29.159936
1645228119|Feb 18 23:48:39|20|61.741491|61.742255|-0.651981|-0.708676|10.222530|6.227613|48.567118299150295|193.390837597960058|-0.001565|29.757952|30.187776
1645228120|Feb 18 23:48:40|20|61.746524|61.747288|-0.652173|-0.708858|10.264249|6.225402|48.567081455128864|193.389514889480751|-0.044286|29.983744|30.433024
1645228121|Feb 18 23:48:41|22|61.754341|61.755105|-0.652778|-0.709448|10.275959|6.232419|48.567131557092978|193.383941673984936|-0.060216|30.196224|30.654976
1645228123|Feb 18 23:48:43|23|61.758157|61.758918|-0.651290|-0.707954|10.202207|6.223077|48.567790041510051|193.391092278637643|0.018949|30.633728|31.138560
1645228124|Feb 18 23:48:44|21|61.765190|61.765951|-0.651708|-0.708359|10.204216|6.223696|48.567885321988527|193.386733934197650|0.013640|30.779136|31.515904
1645228126|Feb 18 23:48:46|21|61.771352|61.772114|-0.652144|-0.708783|10.222530|6.227613|48.567067517228217|193.389879624183067|-0.002291|29.867264|30.579200
1645228127|Feb 18 23:48:47|22|61.776375|61.777136|-0.652357|-0.708987|10.264249|6.225402|48.567007443276943|193.388567169540380|-0.045003|29.683200|30.147072
1645228129|Feb 18 23:48:49|25|61.782500|61.783259|-0.651504|-0.708123|10.243903|6.220871|48.567450601826309|193.392113387525541|-0.021973|32.643328|33.080320
1645228130|Feb 18 23:48:50|23|61.790827|61.791587|-0.651779|-0.708382|10.237442|6.238024|48.567916627685200|193.385869009613430|-0.020241|30.731776|31.139840
1645228132|Feb 18 23:48:52|24|61.794709|61.795468|-0.651976|-0.708571|10.243903|6.220871|48.566929122642328|193.392470079747511|-0.021702|58.220800|58.647296
1645228133|Feb 18 23:48:53|25|61.802823|61.803581|-0.651919|-0.708499|10.264249|6.225402|48.567683329108519|193.386632772574842|-0.046469|57.540608|58.131712
1645228135|Feb 18 23:48:55|23|61.808688|61.809450|-0.653926|-0.710496|10.275959|6.232419|48.565266052631529|193.389798447987971|-0.055778|57.142528|57.632768
1645228136|Feb 18 23:48:56|25|61.814157|61.814915|-0.652321|-0.708880|10.270000|6.225187|48.567074711701693|193.388309764397491|-0.050950|57.787904|58.211072
1645228138|Feb 18 23:48:58|23|61.820888|61.821646|-0.652178|-0.708725|10.182790|6.230441|48.566927287060395|193.390763846752492|0.038118|54.661120|55.079424
1645228139|Feb 18 23:48:59|25|61.826648|61.827403|-0.651438|-0.707974|10.202207|6.223077|48.567936096058595|193.388611141875515|0.017070|58.406144|58.891520
1645228141|Feb 18 23:49:01|24|61.833891|61.834647|-0.651652|-0.708175|10.225764|6.230989|48.567527573466037|193.390208094881871|-0.005277|58.805504|59.245568
1645228142|Feb 18 23:49:02|25|61.840131|61.840886|-0.651499|-0.708010|10.224543|6.228233|48.568044054543911|193.387182631561132|-0.006347|57.638144|58.077696
1645228144|Feb 18 23:49:04|25|61.844808|61.845567|-0.653589|-0.710091|10.281717|6.232203|48.565334858281943|193.392093323034118|-0.059798|57.256960|57.693184
1645228145|Feb 18 23:49:05|24|61.850723|61.851476|-0.650771|-0.707262|10.222530|6.227613|48.568416331195749|193.390266287179827|-0.002001|56.797184|57.207552
1645228146|Feb 18 23:49:06|23|61.858549|61.859301|-0.650733|-0.707210|10.275959|6.232419|48.569100678320169|193.384851419869818|-0.059531|57.089536|57.540096
1645228148|Feb 18 23:49:08|23|61.864578|61.865333|-0.652434|-0.708900|10.224543|6.228233|48.567013522042153|193.387855838352152|-0.005836|56.975360|57.477888
1645228149|Feb 18 23:49:09|25|61.869753|61.870507|-0.652477|-0.708933|10.222530|6.227613|48.567147979689025|193.386362887557567|-0.004954|56.967936|57.494528
1645228151|Feb 18 23:49:11|25|61.876532|61.877284|-0.652028|-0.708472|10.255581|6.227872|48.567309883921844|193.388828635311143|-0.036139|59.002880|59.756800
1645228152|Feb 18 23:49:12|24|61.881272|61.882027|-0.653135|-0.709569|10.295271|6.225035|48.566320637212804|193.387695429700273|-0.076685|57.258240|57.687296
1645228154|Feb 18 23:49:14|24|61.887902|61.888653|-0.651415|-0.707837|10.243903|6.220871|48.567707433215723|193.390723678149016|-0.023026|58.958080|59.397376
1645228155|Feb 18 23:49:15|26|61.894383|61.895132|-0.651079|-0.707490|10.264249|6.225402|48.568445845119165|193.387389756392110|-0.045898|57.151232|57.597952
1645228157|Feb 18 23:49:17|26|61.901186|61.901937|-0.652323|-0.708721|10.264249|6.225402|48.566946310241704|193.389364972318788|-0.044399|57.322240|57.772800
1645228158|Feb 18 23:49:18|24|61.906081|61.906835|-0.653909|-0.710297|10.255581|6.227872|48.565512860910687|193.387873623701154|-0.036858|58.132480|58.550272
1645228160|Feb 18 23:49:20|24|61.912320|61.913070|-0.652357|-0.708733|10.243903|6.220871|48.566664791103094|193.391439332294141|-0.022482|57.559040|58.339328
1645228161|Feb 18 23:49:21|26|61.921005|61.921755|-0.652619|-0.708979|10.237442|6.238024|48.567206543501186|193.384666793057875|-0.021150|58.233344|62.199808
1645228163|Feb 18 23:49:23|25|61.925427|61.926174|-0.651306|-0.707658|10.230298|6.228018|48.567800938547592|193.390869289630785|-0.009311|57.637120|58.088192
1645228164|Feb 18 23:49:24|25|61.931797|61.932547|-0.653001|-0.709342|10.317691|6.230197|48.566520874460650|193.387154967407497|-0.099514|57.561088|58.017024
1645228166|Feb 18 23:49:26|25|61.939058|61.939808|-0.653149|-0.709476|10.275959|6.232419|48.566181302812595|193.388742851659259|-0.056579|56.122624|56.605440
1645228167|Feb 18 23:49:27|25|61.943705|61.944451|-0.651875|-0.708193|10.222530|6.227613|48.567518004462748|193.388388376940640|-0.003421|59.159808|59.663360
1645228169|Feb 18 23:49:29|24|61.950366|61.951113|-0.652525|-0.708830|10.264249|6.225402|48.566578139313997|193.390734188864542|-0.043362|56.566016|57.003520
1645228170|Feb 18 23:49:30|25|61.956054|61.956802|-0.653310|-0.709605|10.243903|6.220871|48.566073141993556|193.388278408137779|-0.024874|58.780160|59.258880
1645228172|Feb 18 23:49:32|25|61.963832|61.964577|-0.652404|-0.708684|10.275959|6.232419|48.566862700873372|193.389382034979462|-0.056096|56.655360|57.069824
1645228173|Feb 18 23:49:33|24|61.968572|61.969317|-0.652081|-0.708353|10.243903|6.220871|48.567279833444168|193.388631525537704|-0.024609|57.960960|58.404352
1645228175|Feb 18 23:49:35|25|61.974800|61.975547|-0.653476|-0.709736|10.264249|6.225402|48.565529546868426|193.391422742755964|-0.042838|56.332544|56.749824
1645228176|Feb 18 23:49:36|26|61.980781|61.981525|-0.652552|-0.708801|10.243903|6.220871|48.566758615983460|193.388990201351902|-0.024336|58.743552|59.574016
1645228178|Feb 18 23:49:38|25|61.989751|61.990491|-0.650610|-0.706842|10.224543|6.228233|48.568778663373010|193.388597555711925|-0.005278|57.139712|57.609728
1645228179|Feb 18 23:49:39|27|61.994856|61.995598|-0.651540|-0.707762|10.224543|6.228233|48.568028263811222|193.386969175527355|-0.006509|58.087936|58.519808
1645228181|Feb 18 23:49:41|24|61.999545|62.000288|-0.652726|-0.708940|10.264249|6.225402|48.566210177357569|193.392105626865003|-0.042323|56.526592|56.943360
1645228182|Feb 18 23:49:42|24|62.006659|62.007401|-0.652269|-0.708469|10.264249|6.225402|48.567181164217523|193.387862008369098|-0.045538|56.466688|56.917504
1645228184|Feb 18 23:49:44|24|62.013037|62.013777|-0.651068|-0.707257|10.204216|6.223696|48.568011792072561|193.391125020505910|0.016964|58.897920|59.319552
1645228185|Feb 18 23:49:45|28|62.018300|62.019044|-0.653574|-0.709753|10.308409|6.219610|48.565738231409824|193.388839464788788|-0.088955|60.558336|60.973568
1645228187|Feb 18 23:49:47|25|62.023709|62.024451|-0.652811|-0.708979|10.308409|6.219610|48.565966519245528|193.393426905608777|-0.085482|57.683712|58.099968
1645228188|Feb 18 23:49:48|25|62.029922|62.030663|-0.652735|-0.708892|10.243903|6.220871|48.566401786765908|193.390420942030858|-0.023252|58.922496|59.391744
1645228189|Feb 18 23:49:49|23|62.036495|62.037239|-0.654696|-0.710841|10.359811|6.223772|48.564896566779836|193.386334167457733|-0.142252|56.148224|56.607232
1645228191|Feb 18 23:49:51|27|62.043028|62.043768|-0.652912|-0.709044|10.295271|6.225035|48.566329428379170|193.389523913195177|-0.075300|58.958848|59.450880
1645228192|Feb 18 23:49:52|28|62.048721|62.049461|-0.652926|-0.709048|10.264249|6.225402|48.566583716807905|193.387266344843823|-0.045987|58.018304|58.449664
1645228194|Feb 18 23:49:54|27|62.057189|62.057926|-0.651891|-0.707997|10.275959|6.232419|48.567622773884466|193.387378478061976|-0.057615|58.874112|59.297792
1645228195|Feb 18 23:49:55|24|62.061746|62.062486|-0.653664|-0.709761|10.270000|6.225187|48.565945168158876|193.386339586979233|-0.052439|57.722368|58.154240
1645228197|Feb 18 23:49:57|26|62.068549|62.069285|-0.651747|-0.707832|10.222530|6.227613|48.567556136720327|193.389163624280883|-0.002834|56.390656|56.835584
1645228198|Feb 18 23:49:58|25|62.072713|62.073448|-0.651370|-0.707448|10.204216|6.223696|48.567924203150312|193.389285006165636|0.015571|56.642816|57.097216
1645228200|Feb 18 23:50:00|25|62.080769|62.081505|-0.652213|-0.708275|10.222530|6.227613|48.567041396136048|193.389504655459831|-0.002575|58.039808|58.548480
1645228201|Feb 18 23:50:01|30|62.084728|62.085465|-0.653076|-0.709130|10.282309|6.215299|48.566153709417954|193.389600561230878|-0.062279|59.182592|59.592704
1645228203|Feb 18 23:50:03|27|62.092151|62.092888|-0.653081|-0.709122|10.308409|6.219610|48.565982741368664|193.390985615278908|-0.087331|58.105600|58.573568
1645228204|Feb 18 23:50:04|27|62.098885|62.099619|-0.651710|-0.707738|10.202207|6.223077|48.567785925140861|193.387552562221146|0.016269|60.315136|60.734464
1645228206|Feb 18 23:50:06|27|62.105449|62.106187|-0.654701|-0.710717|10.320158|6.226607|48.564524399978929|193.389416193810320|-0.100265|58.594304|59.121408
1645228207|Feb 18 23:50:07|27|62.111998|62.112732|-0.652833|-0.708837|10.255581|6.227872|48.566783096926152|193.386390943560798|-0.037983|58.617088|59.043840
1645228209|Feb 18 23:50:09|27|62.118344|62.119075|-0.651711|-0.707703|10.270000|6.225187|48.567530628267221|193.389681645450509|-0.049912|60.368640|60.798208
1645228210|Feb 18 23:50:10|26|62.125166|62.125894|-0.649746|-0.705726|10.222530|6.227613|48.569933291647793|193.386275254526879|-0.005026|56.651520|57.076224
1645228212|Feb 18 23:50:12|27|62.129634|62.130366|-0.652537|-0.708508|10.255581|6.227872|48.566496950149286|193.391310373575948|-0.034258|57.701888|58.150144
1645228213|Feb 18 23:50:13|26|62.137488|62.138220|-0.652599|-0.708555|10.204216|6.223696|48.567088408420332|193.385826792860087|0.012954|59.196928|59.648512
1645228215|Feb 18 23:50:15|25|62.142774|62.143505|-0.652664|-0.708610|10.270000|6.225187|48.566479872251541|193.390375124056732|-0.049385|57.799936|58.228224
1645228216|Feb 18 23:50:16|28|62.148970|62.149701|-0.652552|-0.708486|10.255581|6.227872|48.566948108830282|193.387403616949598|-0.037217|58.899712|59.485696
1645228218|Feb 18 23:50:18|26|62.156454|62.157184|-0.652583|-0.708503|10.281717|6.232203|48.566762754441527|193.388692955131745|-0.062375|59.988224|60.423936
1645228219|Feb 18 23:50:19|26|62.160699|62.161430|-0.653393|-0.709305|10.295271|6.225035|48.565977511364238|193.388376146991192|-0.076168|56.705792|57.146624
1645228221|Feb 18 23:50:21|26|62.165626|62.166354|-0.652094|-0.707998|10.282309|6.215299|48.566646934935982|193.393824152961002|-0.059082|57.978112|58.396672
1645228222|Feb 18 23:50:22|26|62.172240|62.172968|-0.652352|-0.708243|10.243903|6.220871|48.566825722765770|193.390133102367059|-0.023471|57.339648|57.765120
1645228224|Feb 18 23:50:24|29|62.179574|62.180301|-0.652314|-0.708192|10.202207|6.223077|48.566681222172775|193.391663125970354|0.019383|60.043008|60.578816
1645228225|Feb 18 23:50:25|28|62.186267|62.186994|-0.652078|-0.707943|10.222530|6.227613|48.567360025666780|193.387985893335184|-0.003725|59.942656|60.749056
1645228226|Feb 18 23:50:26|29|62.191554|62.192281|-0.652362|-0.708217|10.243903|6.220871|48.567276931903102|193.386260614056255|-0.026404|60.093696|60.560896
1645228228|Feb 18 23:50:28|28|62.199456|62.200184|-0.653288|-0.709129|10.275959|6.232419|48.566285032206558|193.386687279514064|-0.058136|63.058688|63.490560
1645228229|Feb 18 23:50:29|26|62.205278|62.206003|-0.652285|-0.708114|10.255581|6.227872|48.567564329514248|193.384512211019086|-0.039407|58.637056|59.225088
1645228231|Feb 18 23:50:31|27|62.210692|62.211416|-0.651515|-0.707335|10.255581|6.227872|48.567799870773833|193.389092893045841|-0.035940|58.563584|59.322880
1645228232|Feb 18 23:50:32|29|62.215638|62.216363|-0.652419|-0.708229|10.268760|6.222433|48.567046496599012|193.387709774005884|-0.050164|58.203392|58.710272
1645228234|Feb 18 23:50:34|28|62.221925|62.222647|-0.651224|-0.707023|10.202207|6.223077|48.567855134306285|193.391106585279658|0.018960|58.638592|59.488512
1645228235|Feb 18 23:50:35|26|62.227327|62.228053|-0.653308|-0.709096|10.308409|6.219610|48.566021649186666|193.388727896117132|-0.089040|59.218432|59.683328
1645228237|Feb 18 23:50:37|29|62.234434|62.235158|-0.652856|-0.708631|10.308409|6.219610|48.566244514729242|193.390706874325588|-0.087542|58.388480|58.811136
1645228238|Feb 18 23:50:38|28|62.240689|62.241412|-0.652543|-0.708307|10.243903|6.220871|48.566920906274383|193.387702503845503|-0.025312|59.190784|59.625984
1645228240|Feb 18 23:50:40|29|62.246637|62.247361|-0.653340|-0.709092|10.308409|6.219610|48.565709615412864|193.391069791615280|-0.087266|58.327808|58.752768
1645228241|Feb 18 23:50:41|25|62.254692|62.255420|-0.655754|-0.711491|10.320158|6.226607|48.564021492543262|193.384656387841375|-0.103868|57.774848|58.248448
1645228243|Feb 18 23:50:43|24|62.259685|62.260405|-0.651689|-0.707417|10.268760|6.222433|48.567425836644965|193.390748692794631|-0.047864|57.265408|57.718272
1645228244|Feb 18 23:50:44|27|62.266744|62.267467|-0.653655|-0.709369|10.314154|6.219383|48.566002138447672|193.385937136861827|-0.096898|59.711232|60.161536
1645228246|Feb 18 23:50:46|26|62.274261|62.274980|-0.651720|-0.707421|10.231677|6.238228|48.567757409984921|193.387702808412314|-0.013088|56.663808|57.118208
1645228247|Feb 18 23:50:47|26|62.278037|62.278755|-0.651614|-0.707307|10.180098|6.225067|48.567790481555313|193.388330348674089|0.038966|505.592832|506.046464
1645228249|Feb 18 23:50:49|25|62.287470|62.288189|-0.652422|-0.708098|10.237299|6.228541|48.567185917900282|193.386511344961320|-0.019610|344.916736|345.350912
1645228251|Feb 18 23:50:51|28|62.293615|62.294333|-0.652583|-0.708247|10.269218|6.222324|48.566636033239803|193.389757352876984|-0.049071|357.599232|358.050560
1645228253|Feb 18 23:50:53|26|62.301160|62.301878|-0.652777|-0.708427|10.300388|6.218948|48.566300698780005|193.390911566131820|-0.079366|181.398784|181.819136
1645228254|Feb 18 23:50:54|25|62.309228|62.309947|-0.653682|-0.709317|10.269218|6.222324|48.566100083836531|193.384883900927576|-0.052760|244.601344|245.050880
1645228256|Feb 18 23:50:56|26|62.314360|62.315077|-0.652631|-0.708256|10.268517|6.225159|48.566562473137715|193.389960723916715|-0.048215|346.334720|346.800896
1645228258|Feb 18 23:50:58|26|62.321441|62.322160|-0.654159|-0.709771|10.269218|6.222324|48.564832063195418|193.391447107780891|-0.047788|274.130176|274.597120
1645228259|Feb 18 23:50:59|25|62.330334|62.331054|-0.655016|-0.710611|10.299658|6.228550|48.564825613076046|193.384205559194470|-0.083710|179.965696|180.388608
1645228261|Feb 18 23:51:01|24|62.336334|62.337049|-0.652834|-0.708418|10.300345|6.225710|48.566554785938266|193.388294693168177|-0.081305|270.016768|270.450176
1645228263|Feb 18 23:51:03|25|62.342129|62.342842|-0.651770|-0.707343|10.212057|6.218861|48.567147754322207|193.392387792257125|0.010081|347.276288|347.707392
1645228264|Feb 18 23:51:04|27|62.349603|62.350317|-0.652600|-0.708159|10.243136|6.222246|48.566915703946336|193.387263739108050|-0.024877|354.631936|355.118592
1645228266|Feb 18 23:51:06|24|62.357474|62.358187|-0.652569|-0.708114|10.211330|6.221691|48.566859990380998|193.387994240858092|0.007482|276.164096|276.634880
1645228268|Feb 18 23:51:08|25|62.365244|62.365958|-0.653151|-0.708681|10.268517|6.225159|48.566183630192739|193.388709674168979|-0.049162|127.094016|127.520000
1645228270|Feb 18 23:51:10|27|62.371386|62.372100|-0.653343|-0.708862|10.211330|6.221691|48.565601276244749|193.391950889105118|0.010480|368.126464|368.575488
1645228271|Feb 18 23:51:11|25|62.379189|62.379900|-0.652489|-0.707993|10.242422|6.225080|48.567084998570778|193.386789460480429|-0.024523|129.317376|129.763072
1645228273|Feb 18 23:51:13|24|62.385212|62.385926|-0.654152|-0.709644|10.300388|6.218948|48.565034725183416|193.389813572924652|-0.080195|385.939968|386.382592
1645228275|Feb 18 23:51:15|27|62.391937|62.392648|-0.653001|-0.708481|10.269218|6.222324|48.565878325954309|193.392547685820347|-0.046957|381.364736|381.809920
1645228276|Feb 18 23:51:16|25|62.400508|62.401218|-0.652570|-0.708034|10.268517|6.225159|48.567080988808300|193.386130314796105|-0.051117|268.828672|269.285632
1645228278|Feb 18 23:51:18|24|62.408949|62.409656|-0.651715|-0.707164|10.237299|6.228541|48.567937474813739|193.386233720240540|-0.019822|199.522048|199.958016
1645228280|Feb 18 23:51:20|26|62.413358|62.414067|-0.652579|-0.708019|10.274319|6.218870|48.566387101266805|193.391870853904209|-0.052571|266.016512|266.519808
1645228281|Feb 18 23:51:21|27|62.421541|62.422250|-0.652903|-0.708327|10.268517|6.225159|48.566779589723858|193.385828371035046|-0.051345|378.331136|379.214080
1645228283|Feb 18 23:51:23|25|62.428345|62.429056|-0.654147|-0.709559|10.268517|6.225159|48.565279357342646|193.387803172921622|-0.049846|200.164096|200.677632
1645228285|Feb 18 23:51:25|25|62.435485|62.436191|-0.652215|-0.707614|10.242422|6.225080|48.566964949057393|193.390130004334509|-0.021993|199.990016|200.749312
1645228287|Feb 18 23:51:27|26|62.442575|62.443282|-0.653234|-0.708620|10.268517|6.225159|48.565737033905890|193.391739809774748|-0.046867|380.129536|380.902656
1645228288|Feb 18 23:51:28|25|62.449932|62.450636|-0.651582|-0.706954|10.243136|6.222246|48.567927197815052|193.387454538729259|-0.024734|608.486656|608.924928
