********************* April 27 Observing Session - beginning 00:30:06 GMT *********************
Camera model: UI326xCP-M
----------------------------------------------------
Exposure: 700.009406 milliseconds
Pixel clock: 30
Frame rate achieved (desired is 10): 1.428580
Trigger delay (microseconds): 0
Current trigger mode setting: 4104
Current trigger timeout: 500
Auto shutter: 0.0
Auto frame rate (should be disabled): 0.0
----------------------------------------------------
Sensor ID/type: 550
Sensor color mode (from is_GetSensorInfo and is_SetColorMode): 1 | 11
Maximum image width and height: 1936, 1216
Pixel size (micrometers): 5.86
Gain settings: 0 for master gain, 125 for red gain, 125 for green gain, and 125 for blue gain.
Auto gain (should be disabled): 0
Gain boost (should be disabled): 0
Hardware gamma (should be disabled): 0
----------------------------------------------------
Auto black level (should be off): 0
Black level offset (desired is 50): 50

C time|GMT|Blob #|Observed RA (deg)|Astrometry RA (deg)|Observed DEC (deg)| Astrometry DEC (deg)|FR (deg)|PS|ALT (deg)|AZ (deg)|IR (deg)|Astrom. solve time (msec)|Camera time (msec)
1619494990|Apr 27 03:43:10|12|252.003922|252.002445|1.538581|1.577076|84.367573|6.225323|26.194912770878389|111.938266511664395|-129.677600|197.176064|197.767424
1619494991|Apr 27 03:43:11|14|252.009883|252.008406|1.538120|1.576602|84.444912|6.224351|26.193320943860172|111.937235478430409|-129.755346|142.086656|142.598400
1619494993|Apr 27 03:43:13|13|252.017258|252.015782|1.538469|1.576937|84.364689|6.230631|26.194263958097032|111.937727971050563|-129.674932|310.956032|311.416832
1619494995|Apr 27 03:43:15|14|252.023474|252.021999|1.538590|1.577046|84.377420|6.229091|26.195869692678833|111.939308447652124|-129.687023|72.722432|73.717760
1619494996|Apr 27 03:43:16|12|252.029092|252.027619|1.539853|1.578298|84.416232|6.219498|26.195735081334590|111.937180185210735|-129.726736|334.828800|335.824896
1619494998|Apr 27 03:43:18|12|252.038373|252.036900|1.539386|1.577814|84.448965|6.231752|26.194749742181635|111.936825202062565|-129.759601|308.242176|308.761088
1619495000|Apr 27 03:43:20|15|252.044278|252.042804|1.538790|1.577207|84.422911|6.226258|26.196072878532526|111.939217634307141|-129.732556|275.304704|275.798272
1619495001|Apr 27 03:43:21|12|252.052467|252.050994|1.538636|1.577036|84.389399|6.228678|26.193113280897663|111.936197106003860|-129.700270|139.787264|140.293376
1619495003|Apr 27 03:43:23|15|252.059220|252.057749|1.539715|1.578103|84.448965|6.231752|26.195011746937141|111.936598078749512|-129.759702|75.621888|76.126720
1619495005|Apr 27 03:43:25|12|252.064145|252.062672|1.538389|1.576766|84.382655|6.233317|26.196517162939465|111.940337505605584|-129.691833|137.778944|138.280192
1619495006|Apr 27 03:43:26|14|252.070972|252.069501|1.538923|1.577288|84.447624|6.228810|26.195010305108219|111.937838435109754|-129.757835|72.435200|72.953856
1619495008|Apr 27 03:43:28|14|252.077153|252.075683|1.539464|1.577817|84.414093|6.226718|26.196936636405106|111.939114193490980|-129.723799|142.569728|143.347200
1619495009|Apr 27 03:43:29|16|252.083917|252.082446|1.539256|1.577595|84.349637|6.222643|26.194952874916375|111.937253488589292|-129.660095|140.063488|140.546816
1619495011|Apr 27 03:43:31|13|252.089838|252.088366|1.537747|1.576075|84.373621|6.239061|26.195621733848519|111.940356380985335|-129.682774|391.540224|392.228608
1619495013|Apr 27 03:43:33|15|252.098045|252.096574|1.538265|1.576577|84.403186|6.224260|26.196092081071882|111.940063037214074|-129.712473|132.233728|132.708096
1619495014|Apr 27 03:43:34|14|252.103160|252.101686|1.536816|1.575118|84.545894|6.236807|26.194407559573619|111.940476899947342|-129.854973|502.992640|503.828736
1619495016|Apr 27 03:43:36|14|252.111535|252.110067|1.539334|1.577620|84.389399|6.228678|26.196164557532924|111.938467321749087|-129.699364|312.881920|313.363968
1619495018|Apr 27 03:43:38|13|252.119708|252.118238|1.538543|1.576813|84.447624|6.228810|26.195739188866710|111.939237700428052|-129.757255|128.884224|132.865792
1619495019|Apr 27 03:43:39|13|252.125484|252.124016|1.538991|1.577251|84.389399|6.228678|26.194918306571267|111.937630109015359|-129.699696|227.567360|228.048896
1619495021|Apr 27 03:43:41|13|252.134166|252.132697|1.538453|1.576695|84.448965|6.231752|26.194308423977695|111.937801476408211|-129.759178|428.007424|428.827648
1619495023|Apr 27 03:43:43|13|252.141103|252.139633|1.537821|1.576050|84.429237|6.234722|26.194872668181944|111.939414398005781|-129.738776|631.747840|636.377088
1619495025|Apr 27 03:43:45|14|252.149458|252.147991|1.538745|1.576958|84.405766|6.231890|26.195522987033073|111.938682958639646|-129.715628|133.523200|133.986048
1619495026|Apr 27 03:43:46|13|252.156737|252.155271|1.538952|1.577151|84.448965|6.231752|26.193465237131278|111.936089564262105|-129.759888|132.522240|133.368064
1619495028|Apr 27 03:43:48|15|252.161993|252.160527|1.539168|1.577357|84.389399|6.228678|26.195820239593282|111.938347463850874|-129.699409|435.298816|435.862272
1619495030|Apr 27 03:43:50|13|252.171225|252.169759|1.538527|1.576698|84.377652|6.235498|26.194747403932723|111.938168654111180|-129.687717|817.562624|818.114048
1619495032|Apr 27 03:43:52|15|252.178905|252.177441|1.539510|1.577666|84.394724|6.221526|26.195918696440465|111.937920076145133|-129.704917|826.634752|827.100928
1619495034|Apr 27 03:43:54|13|252.189522|252.188057|1.538395|1.576531|84.364689|6.230631|26.193528243472215|111.937031640294222|-129.675214|636.099328|636.578816
1619495036|Apr 27 03:43:56|16|252.198308|252.196842|1.537539|1.575657|84.364689|6.230631|26.192620666851461|111.937373447663660|-129.675051|613.354496|614.083072
1619495038|Apr 27 03:43:58|15|252.205976|252.204516|1.540096|1.578200|84.328638|6.218961|26.194907420402487|111.935886058612098|-129.639675|817.524992|818.075904
1619495041|Apr 27 03:44:01|14|252.214676|252.213212|1.538336|1.576423|84.422911|6.226258|26.196395002041093|111.940285203913589|-129.732109|812.175616|812.673536
1619495043|Apr 27 03:44:03|15|252.224983|252.223521|1.538557|1.576624|84.420236|6.226305|26.195164010547671|111.938581300561069|-129.730134|690.744320|691.273728
1619495045|Apr 27 03:44:05|15|252.234745|252.233283|1.538569|1.576616|84.405766|6.231890|26.194172792606153|111.937470806754519|-129.716117|276.711936|277.167872
1619495047|Apr 27 03:44:07|13|252.240347|252.238886|1.538315|1.576352|84.389399|6.228678|26.195951230437451|111.939829178874803|-129.698782|420.285696|420.733952
1619495048|Apr 27 03:44:08|13|252.250033|252.248574|1.539230|1.577248|84.333809|6.233005|26.192681104731761|111.934789403061799|-129.645269|586.139904|586.751488
1619495050|Apr 27 03:44:10|15|252.256748|252.255289|1.538821|1.576826|84.404446|6.228948|26.193559396085796|111.936398690877468|-129.715240|265.310464|265.840128
1619495052|Apr 27 03:44:12|13|252.263198|252.261740|1.538884|1.576877|84.420236|6.226305|26.194958045621874|111.937842309405667|-129.730444|580.909824|581.415936
1619495054|Apr 27 03:44:14|16|252.271590|252.270131|1.538838|1.576815|84.376181|6.224402|26.194901088808585|111.937850545041741|-129.686384|174.056192|174.519040
1619495056|Apr 27 03:44:16|15|252.279692|252.278234|1.538762|1.576723|84.447624|6.228810|26.195027767440777|111.938109691974631|-129.757720|446.669824|447.274240
1619495058|Apr 27 03:44:18|14|252.286108|252.284650|1.538884|1.576832|84.377420|6.229091|26.196492427288320|111.939533990545655|-129.686939|455.782400|456.725760
1619495060|Apr 27 03:44:20|16|252.293912|252.292454|1.538449|1.576382|84.364689|6.230631|26.196578537829474|111.940311066275356|-129.673880|877.834752|878.877184
1619495062|Apr 27 03:44:22|14|252.304353|252.302896|1.538563|1.576476|84.405766|6.231890|26.195177219217392|111.938587321370150|-129.715662|447.916032|448.368640
1619495064|Apr 27 03:44:24|13|252.311607|252.310151|1.538822|1.576721|84.407369|6.231361|26.196143239275166|111.939245502596421|-129.717004|853.136128|853.936128
1619495066|Apr 27 03:44:26|13|252.321157|252.319701|1.538300|1.576181|84.404446|6.228948|26.194927366494326|111.938723471923367|-129.714279|604.625664|605.120768
1619495068|Apr 27 03:44:28|13|252.329179|252.327721|1.537095|1.574960|84.407369|6.231361|26.194317789209705|111.939940189973541|-129.716674|630.587136|631.316992
1619495070|Apr 27 03:44:30|13|252.338551|252.337096|1.538299|1.576146|84.404446|6.228948|26.194441948770759|111.938190753848616|-129.714496|430.739200|431.555328
1619495072|Apr 27 03:44:32|13|252.345928|252.344474|1.538516|1.576349|84.401869|6.221324|26.195290794919110|111.938784920797303|-129.711683|252.063488|252.558848
1619495074|Apr 27 03:44:34|13|252.353324|252.351872|1.539305|1.577124|84.448965|6.231752|26.196528337540407|111.938912609743554|-129.758749|441.420288|441.901056
1619495075|Apr 27 03:44:35|14|252.360631|252.359177|1.538402|1.576206|84.442094|6.229652|26.193669446765469|111.937177045065866|-129.752559|856.498432|856.969984
1619495078|Apr 27 03:44:38|12|252.370707|252.369256|1.539182|1.576967|84.389399|6.228678|26.195964516806235|111.938484570604089|-129.699353|623.309824|624.262400
1619495080|Apr 27 03:44:40|13|252.379180|252.377728|1.538316|1.576084|84.364689|6.230631|26.195272529858357|111.939078939947990|-129.674378|701.169664|701.695232
1619495082|Apr 27 03:44:42|13|252.387602|252.386151|1.538854|1.576606|84.380347|6.232427|26.195604143868330|111.938601995399921|-129.690245|483.592704|484.106240
1619495084|Apr 27 03:44:44|13|252.396360|252.394910|1.538890|1.576625|84.373621|6.239061|26.195343709763492|111.938258228628953|-129.683660|516.666368|517.208064
1619495086|Apr 27 03:44:46|14|252.401098|252.399652|1.540474|1.578200|84.443319|6.210756|26.199028930291185|111.939837396536660|-129.752757|516.188672|516.682752
1619495088|Apr 27 03:44:48|14|252.412535|252.411084|1.537756|1.575460|84.372430|6.219862|26.194928000905115|111.939577310125514|-129.681901|416.279040|416.800256
1619495089|Apr 27 03:44:49|13|252.420120|252.418671|1.538623|1.576313|84.406276|6.230925|26.193116946192532|111.936220608325513|-129.717137|343.851264|344.574208
1619495091|Apr 27 03:44:51|14|252.425090|252.423644|1.539759|1.577438|84.472324|6.219144|26.196321756127034|111.937974308088030|-129.782502|513.055232|513.763072
1619495093|Apr 27 03:44:53|14|252.435220|252.433772|1.538367|1.576027|84.432239|6.227837|26.194082602527239|111.937686699636060|-129.742496|172.251392|172.756736
1619495095|Apr 27 03:44:55|15|252.440147|252.438700|1.539027|1.576677|84.479313|6.222129|26.196983871523152|111.939851357388122|-129.788707|585.476352|586.158592
1619495097|Apr 27 03:44:57|15|252.450795|252.449347|1.537786|1.575416|84.414309|6.224624|26.194482182238211|111.939038417853240|-129.724000|219.989504|220.467968
1619495098|Apr 27 03:44:58|14|252.457177|252.455729|1.537556|1.575173|84.443774|6.223593|26.192753760509966|111.937494134843305|-129.754087|598.172672|598.717696
1619495100|Apr 27 03:45:00|16|252.463739|252.462293|1.538277|1.575882|84.426844|6.224085|26.194536392601989|111.938328049574949|-129.736838|554.321408|554.865920
1619495102|Apr 27 03:45:02|14|252.474415|252.472969|1.537975|1.575559|84.410536|6.218838|26.192675170272729|111.936749906635328|-129.721164|425.220096|425.714432
1619495104|Apr 27 03:45:04|14|252.480613|252.479169|1.539161|1.576733|84.408873|6.218388|26.195043143591803|111.937501677559169|-129.719227|767.689984|768.230400
1619495106|Apr 27 03:45:06|14|252.490720|252.489275|1.538301|1.575854|84.414309|6.224624|26.193194579863203|111.936810988642520|-129.724921|607.627008|608.095232
1619495108|Apr 27 03:45:08|14|252.499437|252.497994|1.538599|1.576134|84.386782|6.217284|26.193146513294423|111.936292253272384|-129.697613|423.998720|424.592640
1619495110|Apr 27 03:45:10|15|252.505378|252.503936|1.538941|1.576465|84.426844|6.224085|26.195104043008357|111.937913433382988|-129.737024|549.345024|549.821184
1619495112|Apr 27 03:45:12|15|252.514152|252.512709|1.538076|1.575583|84.426844|6.224085|26.194198422702698|111.938271134239699|-129.736855|215.257856|216.060416
1619495114|Apr 27 03:45:14|15|252.521035|252.519593|1.538760|1.576253|84.426844|6.224085|26.195726371264477|111.938883718610711|-129.736624|1009.125376|1009.729536
1619495116|Apr 27 03:45:16|16|252.531668|252.530226|1.538493|1.575966|84.410536|6.218838|26.193920615732885|111.937311689344284|-129.720949|788.699392|789.376768
1619495119|Apr 27 03:45:19|15|252.541142|252.539700|1.538127|1.575582|84.414309|6.224624|26.195838436965687|111.939998489765401|-129.723619|566.510336|567.052288
1619495121|Apr 27 03:45:21|17|252.549801|252.548360|1.538449|1.575886|84.386782|6.217284|26.195849509627351|111.939507008613887|-129.696300|791.016192|791.534336
1619495123|Apr 27 03:45:23|16|252.559999|252.558558|1.538011|1.575429|84.366728|6.222445|26.194232549429806|111.938410720664393|-129.676681|330.942720|331.453440
1619495125|Apr 27 03:45:25|16|252.565094|252.563654|1.538429|1.575837|84.419878|6.221097|26.196843973555097|111.940635137308789|-129.728936|988.703488|989.175040
1619495127|Apr 27 03:45:27|15|252.574889|252.573451|1.538899|1.576288|84.426844|6.224085|26.196151728315108|111.939134653870425|-129.736526|422.752256|423.332608
1619495129|Apr 27 03:45:29|15|252.583495|252.582058|1.538747|1.576119|84.390497|6.224004|26.195867403623602|111.939059115292267|-129.700205|779.413248|779.952384
1619495131|Apr 27 03:45:31|15|252.591145|252.589709|1.539259|1.576616|84.415831|6.221369|26.196729263107088|111.939206982807434|-129.725493|1005.722880|1006.287872
1619495133|Apr 27 03:45:33|16|252.601974|252.600537|1.538638|1.575974|84.374342|6.226037|26.194535303681185|111.937762072295172|-129.684576|731.770624|732.321024
1619495136|Apr 27 03:45:36|15|252.610151|252.608717|1.539437|1.576758|84.419878|6.221097|26.198193623683089|111.940542223931217|-129.729001|655.881984|656.451840
1619495138|Apr 27 03:45:38|18|252.618921|252.617486|1.538573|1.575877|84.419878|6.221097|26.197291839913767|111.940902492509039|-129.728831|913.838080|914.294784
1619495140|Apr 27 03:45:40|16|252.628300|252.626866|1.538960|1.576245|84.472324|6.219144|26.196837009504513|111.939794723999839|-129.781739|683.917824|684.419328
1619495142|Apr 27 03:45:42|15|252.638010|252.636576|1.538735|1.576001|84.419878|6.221097|26.195716652479184|111.938912156255611|-129.729646|720.677120|721.147904
1619495144|Apr 27 03:45:44|15|252.647852|252.646418|1.538252|1.575500|84.390497|6.224004|26.194321258684866|111.938130236319580|-129.700570|333.424640|334.001408
1619495146|Apr 27 03:45:46|17|252.655686|252.654251|1.537922|1.575154|84.372430|6.219862|26.194460541260767|111.938801526772920|-129.682221|229.615872|230.178560
1619495148|Apr 27 03:45:48|17|252.663015|252.661586|1.540345|1.577563|84.347883|6.224948|26.196894107257386|111.937685814033955|-129.658194|460.423168|460.965120
1619495150|Apr 27 03:45:50|15|252.669227|252.667796|1.539048|1.576254|84.399321|6.224840|26.197506087419413|111.940393464370302|-129.708494|470.876160|471.418624
1619495151|Apr 27 03:45:51|17|252.678671|252.677242|1.540191|1.577379|84.347883|6.224948|26.194567894193071|111.935362609394744|-129.659136|376.851968|377.799424
1619495153|Apr 27 03:45:53|18|252.684316|252.682886|1.539344|1.576521|84.426844|6.224085|26.195898238519845|111.938157798177045|-129.736936|280.937728|281.525504
1619495155|Apr 27 03:45:55|17|252.695724|252.694296|1.539856|1.577011|84.405510|6.218147|26.194089942727537|111.935361137976216|-129.716754|284.198144|284.735232
1619495157|Apr 27 03:45:57|18|252.700771|252.699344|1.540478|1.577623|84.350614|6.224087|26.196878835599570|111.937461447674522|-129.661021|330.537984|331.165952
1619495158|Apr 27 03:45:58|16|252.708087|252.706663|1.541428|1.578559|84.347883|6.224948|26.195316776700345|111.934249308409235|-129.659622|194.940928|195.736064
1619495160|Apr 27 03:46:00|18|252.714658|252.713228|1.537953|1.575070|84.366728|6.222445|26.194141324942784|111.938401706020031|-129.676683|588.083968|588.822272
1619495162|Apr 27 03:46:02|16|252.723259|252.721831|1.538818|1.575920|84.366728|6.222445|26.194576079829645|111.937523670141431|-129.677064|414.238464|414.758144
1619495164|Apr 27 03:46:04|16|252.730797|252.729372|1.540250|1.577337|84.347883|6.224948|26.196164745977917|111.937030486840357|-129.658458|252.831488|253.297408
1619495166|Apr 27 03:46:06|16|252.736447|252.735021|1.539308|1.576384|84.426844|6.224085|26.197424885996817|111.939897074801166|-129.736227|277.949440|278.456576
1619495167|Apr 27 03:46:07|18|252.743281|252.741860|1.541722|1.578784|84.345150|6.225799|26.197235400704606|111.935904069190642|-129.656224|699.632128|700.125184
1619495169|Apr 27 03:46:09|16|252.752542|252.751118|1.539702|1.576747|84.419878|6.221097|26.195171894663446|111.936795140899676|-129.730534|729.715712|730.818560
1619495171|Apr 27 03:46:11|16|252.762164|252.760748|1.543393|1.580419|84.350146|6.231481|26.196867570271486|111.932879365202211|-129.662497|337.606912|338.163200
1619495173|Apr 27 03:46:13|16|252.768770|252.767346|1.539091|1.576104|84.392367|6.221851|26.195086350085305|111.937658484910699|-129.702655|626.534400|627.030016
1619495175|Apr 27 03:46:15|18|252.780016|252.778601|1.543239|1.580230|84.407431|6.232061|26.195949259815670|111.932107922255597|-129.720092|500.788992|501.535488
1619495177|Apr 27 03:46:17|17|252.786365|252.784944|1.540656|1.577635|84.347883|6.224948|26.195559624040527|111.935727939388684|-129.658999|280.201984|280.708864
1619495179|Apr 27 03:46:19|14|252.793245|252.791827|1.541351|1.578316|84.347883|6.224948|26.197096943720815|111.936332974810611|-129.658772|484.093184|484.597248
1619495181|Apr 27 03:46:21|15|252.801757|252.800338|1.540936|1.577885|84.339740|6.224601|26.196695077481067|111.936539598652615|-129.650534|451.314432|451.925504
1619495183|Apr 27 03:46:23|14|252.809891|252.808469|1.539384|1.576317|84.348353|6.217571|26.195761505423185|111.937944082277326|-129.658533|445.865216|446.373376
1619495185|Apr 27 03:46:25|16|252.818253|252.816840|1.543585|1.580502|84.407431|6.232061|26.198711734601027|111.934610689131745|-129.719082|139.203584|139.709184
1619495186|Apr 27 03:46:26|15|252.825624|252.824205|1.540029|1.576932|84.416367|6.217634|26.193941714016951|111.934926202946926|-129.727793|324.178176|324.653056
1619495188|Apr 27 03:46:28|15|252.831347|252.829929|1.540457|1.577348|84.339740|6.224601|26.196114007162571|111.936650758046952|-129.650476|285.744128|286.261248
1619495190|Apr 27 03:46:30|15|252.838352|252.836931|1.538264|1.575142|84.414309|6.224624|26.195531405421299|111.939446397912334|-129.723847|413.462784|413.958400
1619495191|Apr 27 03:46:31|15|252.844890|252.843471|1.538899|1.575765|84.366728|6.222445|26.194301200220735|111.937093732519600|-129.677241|257.458944|257.946368
1619495193|Apr 27 03:46:33|13|252.853981|252.852567|1.541768|1.578616|84.407831|6.224669|26.195797302377152|111.934245468960754|-129.719582|409.144576|409.689600
1619495195|Apr 27 03:46:35|15|252.861029|252.859615|1.541252|1.578086|84.347883|6.224948|26.196363193075875|111.935679311686883|-129.659035|413.586176|414.256384
1619495197|Apr 27 03:46:37|15|252.867817|252.866402|1.540673|1.577493|84.339740|6.224601|26.197070606964665|111.937366903740013|-129.650190|332.658432|333.463296
1619495198|Apr 27 03:46:38|15|252.874965|252.873551|1.540923|1.577730|84.347883|6.224948|26.195135804546432|111.934842134517950|-129.659367|153.451264|154.116608
1619495200|Apr 27 03:46:40|14|252.883570|252.882158|1.541253|1.578043|84.407831|6.224669|26.195190997712551|111.934385047635914|-129.719511|307.395840|307.927040
